date,state,city,summary,month,year_month
2022-04-17,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1428P/LAS VEGAS ATCT ADVISED, HELO, OBSERVED A UAS WHILE S BOUND AT 3,000 FEET 3 N LAS. NO EVASIVE ACTION WAS TAKEN. LAS VEGAS METRO PD NOTIFIED. WOC 7-3333 EF/JA",4,2022-04
2022-04-17,CALIFORNIA,POMONA,"PRELIM INFO FROM FAA OPS: POMONA, CA/UAS INCIDENT/1524P/LOS ANGELES ARTCC ADVISED, B748, LAX - LUXEMBOURG (ELLX), REPORTED A WHITE UAS 300 FEET OFF THE RIGHT SIDE WHILE NE BOUND AT FL180 8 S POMONA VORTAC. NO EVASIVE ACTION TAKEN. LA HABRA PD NOTIFIED. WOC 7-3333 HM/JW",4,2022-04
2022-04-17,OKLAHOMA,NORMAN,"PRELIM INFO FROM FAA OPS: NORMAN, OK/UAS INCIDENT/1911C/OKLAHOMA CITY TRACON ADVISED, CESSNA C172, WILEY POST ARPT, OKLAHOMA CITY, OK (PWA) - PWA, REPORTED A QUADCOPTER UAS 1/2 MILE OFF THE LEFT SIDE WHILE N BOUND AT 4,000 FEET 1 W OUN. NO EVASIVE ACTION TAKEN. OKLAHOMA CITY PD NOTIFIED. WOC 7-3333 HM/JW",4,2022-04
2022-04-17,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/2202C/CHICAGO TRACON ADVISED, B712, MSP - ORD, REPORTED A UAS WHILE E BOUND AT 1,700 FEET 2 W ORD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JO/HM",4,2022-04
2022-04-18,MAINE,BANGOR,"PRELIM INFO FROM FAA OPS: BANGOR, ME/UAS INCIDENT/0910E/BANGOR ATCT ADVISED BANGOR ATCT ADVISED ANG SECURITY FORCE REPORTED A UAS OPERATING IN THE VCNTY OF RAMADA HOTEL LOCATED ON THE SW CORNER OF THE AIPORT. NO IMPACT TO OPS. WOC 7-3333 EF/JA",4,2022-04
2022-04-18,KANSAS,TOPEKA,"PRELIM INFO FROM FAA OPS: TOPEKA, KS/UAS INCIDENT/1248C/KANSAS ARTCC ADVISED, K35R, REPORTED A WHITE UAS FROM ABOVE  AT 4,000 FEET WHILE NW BOUND .5 SE TOPEKA. NO EVASIVE ACTION TAKEN. TOPEKA PD NOTIFIED. WOC 7-3333 RL/EF",4,2022-04
2022-04-19,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/0915C/CHICAGO ATCT ADVISED CITY COMMAND CENTER DETECTED UAS OPEARTING AT 50 FEET 1 S ORD. NO IMPACT TO OPERATIONS. NO ACFT REPORTED UAS. ORD COMMUNICATION CENTER NOTIFIED. WOC 7-3333 DJ/RC",4,2022-04
2022-04-19,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1750E/PHILADELPHIA ATCT ADVISED, B763, IND - PHL, REPORTED A WHITE UAS AT THE 3 O'CLOCK POSITION WHILE S BOUND AT 5,500 FEET 5 S NORTHEAST PHILADELPHIA ARPT. NO EVASIVE ACTION REPORTED. PHL ARPT PD NOTIFIED. WOC 7-3333 DJ/RC",4,2022-04
2022-04-19,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1830E/PHILADELPHIA ATCT ADVISED, E75L, BNA - PHL, REPORTED WHITE QUAD COPTER HOVERING AT 3,000 FEET WHILEW BOUND INBOUND TO PHL RWY 27R 15 E PHL. NO EVASIVE ACTION REPORTED. PHL AIRPORT POLICE NOTIFIED. WOC 7-3333 MK/JO",4,2022-04
2022-04-19,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: /UAS INCIDENT/1847E/PHILADELPHIA ATCT ADVISED, A319, AUS - PHL, REPORTED WHITE QUAD COPTER HOVERING AT 3,000 FEET WHILE W BOUND TO PHL RWY 27R 15 E PHL. NO EVASIVE ACTION REPORTED. PHL AIRPORT POLICE NOTIFIED. WOC 7-3333 MK/JO",4,2022-04
2022-04-19,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/2144C/MINNEAPOLIS ATCT ADVISED MILITARY, C130, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE ESE AT 2,000 FEET ON 4 MILE FINAL RUNWAY 12L MSP. ACFT MANEUVERED TO AVOID UAS. LAW ENFORCEMENT NOTIFIED VIA 911. WOC 7-3333 JW/MK",4,2022-04
2022-04-19,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/2150C/MINNEAPOLIS ATCT ADVISED, A319, AUS - MSP, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE ESE BOUND AT 670 FEET ON 2 MILE FINAL MSP. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFIED VIA 911. WOC 7-3333 JW/JO",4,2022-04
2022-04-20,OHIO,COLUMBUS,"CORRECTION INFO (LOCATION) FROM FAA OPS: COLUMBUS, OH/UAS INCIDENT/1314E/COLUMBUS ATCT ADVISED, CESSNA C421, LUK - CAK, REPORTED A YELLOW UAS WHILE SW BOUND AT 6,500 FEET 8 WSW CMH. NO EVASIVE ACTION TAKEN. OHIO STATE HWY PATROL NOTIFIED. WOC 7-3333 RC/JG",4,2022-04
2022-04-20,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1315E/DEKALB-PEACHTREE ATCT ADVISED, PIPER P28A, REPORTED A YELLOW UAS AT SAME ALTITUDE AT THE 3 O'CLOCK POSITION WHILE NNE BOUND AT 2,000 FEET 2 NW DEKALB PEACHTREE ARPT. NO EVASIVE ACTION REPORTED. CHAMBLEE PD NOTIFIED. WOC 7-3333 DJ/JG",4,2022-04
2022-04-20,CALIFORNIA,BURBANK,"PRELIM INFO FROM FAA OPS: BURBANK, CA/UAS INCIDENT/1117P/BURBANK ATCT ADVISED ROBINSON R44, REPORTED A BLACK UAS AT THE 10 O'CLOCK POSITION WHILE SSE BOUND AT 1,700 FEET 4.5 SE BUR. NO EVASIVE ACTION REPORTED. POLICE HELO NOTIFIED ON FREQUENCY. WOC 7-3333 JG/ER",4,2022-04
2022-04-20,TENNESSEE,SNOWBIRD,"PRELIM INFO FROM FAA OPS: SNOWBIRD, TN/UAS INCIDENT/1757E/ATLANTA ARTCC ADVISED, MOONEY M20P, DKX - EOE, REPORTED A UAS WHILE SE BOUND AT 1,100 FEET 25 SSW SNOWBIRD VOR. NO EVASIVE ACTION TAKEN. SWAIN COUNTY SHERIFF NOTIFIED. WOC 7-3333 DJ/JF",4,2022-04
2022-04-20,NEW JERSEY,NEWARK,"CORRECTION INFO (EVENT TYPE) FROM FAA OPS: NEWARK, NJ/UAS INCIDENT/2117E/NEW YORK TRACON ADVISED, BOMBARDIER GL5T, DAL - EWR, REPORTED A UAS AT SAME ALTITUDE WHILE NE BOUND AT 3,000 FEET 10 SW EWR. NO EVASIVE ACTION TAKEN. NJ HOMELAND SECURITY NOTIFIED. WOC 7-3333 DJ/RC",4,2022-04
2022-04-21,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS INCIDENT/1205C/NASHVILLE APCH ADVISED CESSNA C650, REPORTED A WHITE UAS FROM THE 10 O'CLOCK POSITION WHILE NE BOUND AT 4,000 FEET 10 SE NASHVILLE. NO EVASIVE ACTION REPORTED. NASHVILLE ARPT PD NOTIFIED. WOC 7-3333 DJ/ER",4,2022-04
2022-04-21,NEW JERSEY,MORRISTOWN,"PRELIM INFO FROM FAA OPS: MORRISTOWN, NJ/UAS INCIDENT/1403E/MORRISTOWN ATCT ADVISED, CESSNA C172, MMU - MMU, REPORTED A UAS WHILE W BOUND AT 2,500 FEET 13 W MMU. NO EVASIVE ACTION TAKEN. DEPT OF HOMELAND SECURITY NOTIFIED. WOC 7-3333 RC/ER",4,2022-04
2022-04-21,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2055P/LOS ANGELES ATCT ADVISED , A320, EWR - LAX, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE WSW BOUND AT 200 FEET 1 ENE LAX. NO EVASIVE ACTION TAKEN. LAWA NOTIFIED. WOC 7-3333 TB/JF",4,2022-04
2022-04-21,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2057P/LOS ANGELES ATCT ADVISED, B752, EWR - LAX, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE WSW BOUND AT 200 FEET 1 ENE LAX. NO EVASIVE ACTION TAKEN. LAWA NOTIFIED. WOC 7-3333 TB/JF",4,2022-04
2022-04-21,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2059P/LOS ANGELES ATCT ADVISED, A321, DTW - LAX, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE WSW BOUND AT 200 FEET 1 ENE LAX. NO EVASIVE ACTION TAKEN. LAWA NOTIFIED. WOC 7-3333 TB/JF",4,2022-04
2022-04-22,OHIO,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS INCIDENT/0903E/OHIO STATE UNIVERSITY ATCT ADVISED, CESSNA C172, REPORTED UAS 20 FEET ABOVE ACFT WHILE S BOUND AT 1,300 FEET 1 NE OHIO STATE UNIVERSITY ARPT. PILOT MANEUVERED TO AVOID UAS. COLUMBUS PD NOTIFIED. WOC 7-3333 DJ/SY",4,2022-04
2022-04-22,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1025E/CENTRAL FLORIDA TRACON ADVISED, CESSNA C56X, REPORTED A WHITE UAS AT 10 O'CLOCK POSITION AT 1,500 FEET WHILE ESE BOUND 9 W KISSIMMEE ARPT. NO EVASIVE ACTION TAKEN. OSCEOLA COUNTY SHERIFF NOTIFIED. WOC 7-3333 RL/SY",4,2022-04
2022-04-22,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1045C/DAVID WAYNE HOOKS ATCT ADVISED, CESSNA C172, REPORTED A RED UAS AT 900 FEET WHILE S BOUND VCNTY DAVID WAYNE HOOKS MEMORIAL ARPT. NO EVASIVE ACTION TAKEN. HARRIS COUNTY SHERIFF NOTIFIED. WOC 7-3333 RL/SY",4,2022-04
2022-04-22,ARIZONA,BUCKEYE,"PRELIM INFO FROM FAA OPS: BUCKEYE, AZ/UAS INCIDENT/0900M/ALBUQUERQUE ARTCC ADVISED 2/F35, REPORTED 2 UAS SIGHTINGS WHILE E BOUND AT FL230 40 NWW BXK VOR. NO EVASIVE ACTION TAKEN. ATO LEO LIAISON NOTIFIED AT. WOC 7-3333 RC/SZ",4,2022-04
2022-04-22,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1115C/HOUSTON TRACON ADVISED , E145, IAH - CRP, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 10,500 FEET 11 SSE HOUSTON. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED. WOC 7-3333 SZ/SY",4,2022-04
2022-04-22,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS INCIDENT/1130M/W-ROC ADVISED, F35, REPORTED 8 SILVER UAS BETWEEN 16,000 AND 21,000 FEET 17 NW LUF. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JF/TL",4,2022-04
2022-04-22,NORTH CAROLINA,GREENSBORO,"PRELIM INFO FROM FAA OPS: GREENSBORO, NC/UAS INCIDENT/1711E/GREENSBORO ATCT ADVISED, DIAMOND DA40, REPORTED UAS ON RIGHT SIDE 400 FEET ABOVE WHILE NE BOUND AT 3,100 FEET 15 SW GREENSBORO. NO EVASIVE ACTION TAKEN.  LEO NOT NOTIFIED. WOC 7-3333 RL/SY",4,2022-04
2022-04-22,TENNESSEE,CHATTANOOGA,"PRELIM INFO FROM FAA OPS: CHATTANOOGA, TN/UAS INCIDENT/1717E/CHATTANOOGA ATCT ADVISED, TEX2, OBSERVED A UAS 100 FEET ABOVE THE 12 O'CLOCK POSITION WHILE NNW BOUND AT 1,600 FEET 1 SSE CHA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JF/TL",4,2022-04
2022-04-22,CALIFORNIA,BURBANK,"PRELIM INFO FROM FAA OPS: BURBANK, CA/UAS INCIDENT/2157P/BURBANK ATCT REPORTED UNAUTHORIZED UAS OPERATING AT UNKN ALTITUDE AT BUR. NO ACFT INVOLVED. BURBANK ARPT PD NOTIFIED VIA DIRECT LINE. WOC 7-3333 JF/TB",4,2022-04
2022-04-23,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/1038E/BOSTON TRACON ADVISED, PIPER P28A, REPORTED WHITE UAS AT 12 O'CLOCK POSITION 500 FEET BELOW WHILE S BOUND AT 7,500 FEET 15 S BOS. NO EVASIVE ACTION TAKEN.  MASSACHUSETTS STATE POLICE NOTIFIED. WOC 7-3333 RL/SY",4,2022-04
2022-04-23,ALASKA,FAIRBANKS,"PRELIM INFO FROM FAA OPS: FAIRBANKS, AK/UAS INCIDENT/0808A/EIELSON AFB SECURITY ADVISED A DJI MAVIC ZOOM 2 2 FOOT BLACK UAS ENTERED THE EIELSON NO FLY ZONE AT UNKN ALTITUDE AND LOCATION. NO ACFT INVOLVED. THE ALASKA STATE PD WAS NOTIFIED. EIELSON SECURITY NUMBER IS. WOC 7-3333 GG/EC",4,2022-04
2022-04-23,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/0915P/LOS ANGELES ATCT ADVISED, E75L, PHX - LAX, REPORTED A WHITE QUADCOPTER UAS WHILE WSW BOUND AT 1,000 FEET 3 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES ARPT PD NOTIFIED. WOC 7-3333 RL/SY",4,2022-04
2022-04-23,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/0948P/LOS ANGELES ATCT ADVISED, A320, PHX - LAX, REPORTED A WHITE QUADCOPTER UAS WHILE WSW BOUND AT 1,000 FEET 3 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES ARPT PD NOTIFIED. WOC 7-3333 RL/SY",4,2022-04
2022-04-23,MICHIGAN,GRAND RAPIDS,"PRELIM INFO FROM FAA OPS: GRAND RAPIDS, MI/UAS INCIDENT/1255E/CHICAGO ARTCC ADVISED, BOMBARDIER CL30, REPORTED UAS 1,000 FEET BELOW WHILE ESE BOUND AT 13,500 FEET 40 E PULLMAN VOR. NO EVASIVE ACTION TAKEN.  HASTINGS PD NOTIFIED. NUMBER NOT PROVIDED. WOC 7-3333 RL/SY",4,2022-04
2022-04-23,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1306E/CENTRAL FLORIDA TRACON ADVISED, CESSNA C182, REPORTED A BLACK QUADCOPTER UAS AT 2 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 7 NW ORLANDO EXECUTIVE ARPT. NO EVASIVE ACTION TAKEN. ORLANDO PD AVIATION DEPARTMENT NOTIFIED. WOC 7-3333 RL/SY",4,2022-04
2022-04-23,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS INCIDENT/1620E/MIAMI ARTCC ADVISED, LEARJET LJ70, BCT - APF, REPORTED UAS FROM THE 1 O'CLOCK POSITION WHILE W BOUND AT 10,000 FEET 20 WSW WEST PALM BEACH. NO EVASIVE ACTION TAKEN. PALM BEACH COUNTY SHERIFF NOTIFIED. WOC 7-3333 SZ/SY",4,2022-04
2022-04-23,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS INCIDENT/1745E/PBI ATCT ADVISED, A321, BOS - PBI, REPORTED  A WHITE MEDIUM-SIZED QUADCOPTER UAS ON LEFT SIDE OF AIRCRAFT 4 MILES W PBI. NO EVASIVE ACTION TAKEN REPORTED. LOCAL LEO NOTIFIED. PHONE NUMBER NOT PROVIDED. WOC 7-3333 EC/GG",4,2022-04
2022-04-23,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS INCIDENT/LATE REPORT-4/23 1745E/PALM BEACH ATCT ADVISED, GULFSTREAM GALX, PDK - PBI, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 2,000 FEET 4 W PBI. NO EVASIVE ACTION TAKEN. PALM BEACH COUNTY SHERIFF NOTIFIED. WOC 7-3333 RC/ER",4,2022-04
2022-04-23,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS INCIDENT/1950C/STINSON ATCT ADVISED, ROBINSON R44, OBSERVED A WHITE UAS AT THE 12 O'CLOCK POSITION WHILE SOUTHEAST BOUND AT 1,700 FEET 4 N STINSON MUNI ARPT. NO EVASIVE ACTION TAKEN. SAN ANTONIO PD NOTIFIED. WOC 7-3333 GG/EC",4,2022-04
2022-04-24,GEORGIA,DUBLIN,"PRELIM INFO FROM FAA OPS: DUBLIN, GA/UAS INCIDENT/0740E/ATLANTA ARTCC ADVISED, A320, SAV - ATL, REPORTED A WHITE UAS AT 3 O'CLOCK POSITION AT FL180 WHILE S BOUND VCNTY DUBLIN. NO EVASIVE ACTION TAKEN. LAURENS COUNTY SHERIFF NOTIFIED. WOC 7-3333 SY/JW",4,2022-04
2022-04-24,FLORIDA,ORLANDO,"CORRECTION INFO (CALLSIGN) FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1123E/CENTRAL FLORIDA TRACON ADVISED, B763, ATL - MCO, REPORTED A BLACK UAS 200 FEET BELOW ACFT WHILE W BOUND AT 3,000 FEET 5 SE ORLANDO (ISM). NO EVASIVE ACTION TAKEN. OSCEOLA COUNTY SHERIFF NOTIFIED. WOC 7-3333 JW/SY",4,2022-04
2022-04-24,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1157E/PHILADELPHIA TRACON ADVISED , E75L, ATL - PHL, REPORTED A WHITE UAS AT 2 O'CLOCK POSITION AT 4,300 FEET WHILE NW BOUND 16 WSW PHL. NO EVASIVE ACTION TAKEN. SECRET SERVICE NOTIFIED. NO PHONE NUMBER PROVIDED. WOC 7-3333 SY/JW",4,2022-04
2022-04-24,NEW YORK,DEER PARK,"PRELIM INFO FROM FAA OPS: DEER PARK, NY/UAS INCIDENT/1205E/NEW YORK TRACON ADVISED, B764, LEMD - JFK, REPORTED A UAS WHILE W BOUND AT 4,000 FEET 5 S DEER PARK VOR. NO EVASIVE ACTION TAKEN. SUFFOLK COUNTY PD NOTIFIED. WOC 7-3333 JW/SY",4,2022-04
2022-04-24,CALIFORNIA,LAKE HUGHES,"PRELIM INFO FROM FAA OPS: LAKE HUGHES, CA/UAS INCIDENT/1051P/SOCAL TRACON ADVISED, CIRRUS S22T, REPORTED A GRAY/WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE SE BOUND AT 9,000 FEET 10 SE LAKE HUGHES VOR. NO EVASIVE ACTION TAKEN. LA COUNTY SHERIFF NOTIFIED. WOC 7-3333 JW/SY",4,2022-04
2022-04-24,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1425E/ATLANTA TRACON ADVISED, PIPER PA31, REPORTED UAS AT 9 O'CLOCK POSITION AT 4,000 FEET WHILE N BOUND 25 ENE ATL. NO EVASIVE ACTION TAKEN. WALTON COUNTY SHERIFF NOTIFIED. WOC 7-3333 SY/JW",4,2022-04
2022-04-24,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1510C/HOUSTON TRACON ADVISED , CESSNA C172, CXO - CXO, REPORTED A SILVER UAS 200 FEET BELOW ACFT WHILE NNW BOUND AT 1,800 FEET 14 N HOUSTON (CXO). NO EVASIVE ACTION TAKEN. WALKER COUNTY SHERIFF NOTIFIED. WOC 7-3333 JW/SY",4,2022-04
2022-04-24,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT/1320P/SAN DIEGO ATCT ADVISED, B737, SMF - SAN, REPORTED UAS AT 9 O'CLOCK POSITION AT 2,000 FEET WHILE W BOUND 5 E SAN DIEGO. NO EVASIVE ACTION TAKEN. SAN DIEGO PD NOTIFIED. WOC 7-3333 SY/JW",4,2022-04
2022-04-24,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1742E/NEW YORK TRACON ADVISED, E75S, VPS - LGA, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE NE BOUND AT 4,000 FEET 15 SW LGA. NO EVASIVE ACTION TAKEN. NEW YORK PD NOTIFIED. WOC 7-3333 JW/SY",4,2022-04
2022-04-24,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1910C/HOUSTON ATCT ADVISED, B737, MSP - IAH, REPORTED A SILVER UAS WHILE E BOUND AT 3,500 FEET 7 NW IAH. NO EVASIVE ACTION REPORTED. HOUSTON PD AIR DIVISION NOTIFIED. WOC 7-3333 JG/RC",4,2022-04
2022-04-25,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS INCIDENT/LATE REPORT - 0945M/EL PASO ATCT ADVISED, HELO, REPORTED A UAS WHILE N BOUND AT 4,500 FEET 8 WSW ELP. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 HM/JO",4,2022-04
2022-04-25,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1233E/FORT LAUDERDALE ADVISED, EUROCOPTER EC-30, REPORTED A RED UAS AT THE 12 O'CLOCK POSITION WHILE S BOUND AT 200 FEET 5 NE FLL. ACFT DESCENDED TO 100 FEET TO AVOID THE UAS. BROWARD COUNTY SHERIFF NOTIFIED. WOC 7-3333 JO/HM",4,2022-04
2022-04-25,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS INCIDENT/1128M/LUKE AFB ADVISED, F16, REPORTED A WHITE UAS WHILE NE BOUND AT 500 FEET 2 SW LUF. NO EVASIVE ACTION TAKEN. COMMAND POST NOTIFIED. WOC 7-3333 HM/GG",4,2022-04
2022-04-25,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/1710E/JACKSONVILLE NAS ATCT ADVISED, C40, OBSERVED A UAS AT 1,500 FEET 2.5 NW JACKSONVILLE NAS ARPT. NO EVASIVE ACTION TAKEN. ARPT OPS PD NOTIFIED, NO PHONE NUMBER PROVIDED. WOC 7-3333 GG/HM",4,2022-04
2022-04-25,ARIZONA,GOODYEAR,"PRELIM INFO FROM FAA OPS: GOODYEAR, AZ/UAS INCIDENT/1623M/GOODYEAR ATCT ADVISED, STINSON S108, REPORTED A UAS  WILE NNE BOUND AT 2,500 FEET 3 NNE GYR. NO EVASIVE ACTION. LAW ENFORCEMENT NOTIFIED VIA 911. WOC 7-3333 JG/RC",4,2022-04
2022-04-26,MASSACHUSETTS,BOSTON,"CLOSE-OUT INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/1600E/BOSTON TRACON ADVISED, E75S, JFK - BOS, THE ARRIVAL RUNWAY WAS CHANGED TO AVOID THE AREA. NORMAL ARRIVAL CONFIGURATION TO RUNWAY 22L RESUMED AT 1446E. WOC 7-3333 HM/JO",4,2022-04
2022-04-26,OREGON,PORTLAND,"PRELIM INFO FROM FAA OPS: PORTLAND, OR/UAS INCIDENT/1300P/PORTLAND ATCT ADVISED, B737, LAS - PDX, OBSERVED A 4 ROTOR BROWN UAS AT THE 9 O'CLOCK POSITION WHILE WESTBOUND AT 1,000 FEET 5 E PORTLAND. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 GG/JO",4,2022-04
2022-04-26,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/2147E/WASHINGTON NATIONAL ATCT ADVISED, H60, REPORTED A UAS WHILE SW BOUND AT 300 FEET 1 E DCA. NO INJURIES REPORTED. DC METRO PD NOTIFIED. WOC 7-3333 JG/ER",4,2022-04
2022-04-26,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2246P/LOS ANGELES ATCT ADVISED , A321, JFK - LAX, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE WSW BOUND AT 15,000 FEET 7 ENE LAX. NO EVASIVE ACTION. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JG/ER",4,2022-04
2022-04-27,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/0659E/JOHN F KENNEDY ATCT ADVISED, BCS1, BOS - JFK, REPORTED A WHITE 2 BLADE UAS OFF THE LEFT SIDE WHILE NW BOUND AT 1,000 FEET 3 SE JFK. NO EVASIVE ACTION TAKEN. AIRPORT OPERATION CENTER NOTIFIED. WOC 7-3333 JO/JW",4,2022-04
2022-04-27,MASSACHUSETTS,NORWOOD,"PRELIM INFO FROM FAA OPS: NORWOOD, MA/UAS INCIDENT/0858E/NORWOOD ATCT ADVISED, CESSNA C172, OWD - OWD, REPORTED A UAS WHILE E BOUND AT 1,000 FEET 1 W OWD. NO EVASIVE ACTION TAKEN. NORWOOD PD NOTIFIED. WOC 7-3333 JO/JW",4,2022-04
2022-04-27,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1000E/MIAMI APCH ADVISED, A319, MIA - TPA, REPORTED A UAS AT 3,000 FEET 10 W MIA. NO EVASIVE ACTION TAKEN. DADE COUNTY AVIATION UNIT NOTIFIED. WOC 7-3333 TB/EC",4,2022-04
2022-04-27,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1141E/MIAMI APCH ADVISED, A321, JFK - FLL, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 3,000 FEET 12 W FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED. WOC 7-3333 TB/EC",4,2022-04
2022-04-27,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS INCIDENT/1457E/TAMPA TRACON ADVISED, BEECH BE58, REPORTED A UAS OFF THE RIGHT SIDE WHILE SW BOUND AT 2,400 FEET 8 SSE TPA. NO EVASIVE ACTION TAKEN. HILLSBOROUGH CO SHERIFF DEPT NOTIFIED. WOC 7-3333 JO/TL",4,2022-04
